,Player,Pos,Club,Birth Place,Birth Date,Age_x,MP,Min,Gls,Team,Age_y,Starts,90s,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xAG,npxG+xAG,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
515,Abdullah Otayf,MF,Al-Hilal,"Riyadh, Saudi Arabia",1992-08-03,30-109,0,0,0,Saudi,29.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,Mohammed Al Yami,GK,Al-Ahli,"Najrān, Saudi Arabia",1997-08-14,25-098,0,0,0,Saudi,24.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,Amir Abedzadeh,GK,Ponferradina,"Tehran, Iran",1993-04-26,29-208,0,0,0,IR,29.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,Vahid Amiri,"FW,MF",Persepolis,"Khorramabad, Iran",1988-04-02,34-232,0,0,0,IR,34.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,Karim Ansarifard,"FW,MF",AC Omonia,"Ardabīl, Iran",1990-04-03,32-231,2,35,0,IR,32.0,0,0.4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.17,0.2,0.36,0.17,0.36
520,Sardar Azmoun,FW,Leverkusen,"Gonbad-e Kāvūs, Iran",1995-01-01,27-323,3,126,0,IR,27.0,2,1.4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,1.0,0.67,0.05,0.71,0.67,0.71
521,Alireza Beiranvand,GK,Persepolis,"Khorramabad, Iran",1992-09-21,30-060,2,109,0,IR,29.0,2,1.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,Roozbeh Cheshmi,"DF,MF",Esteghlal,"Tehran, Iran",1993-07-24,29-119,2,58,1,IR,28.0,1,0.6,0,1,0,0,0,0,1.55,0.0,1.55,1.55,1.55,0.1,0.1,0.0,0.1,0.08,0.0,0.08,0.08,0.08
523,Saeid Ezatolahi,MF,Vejle BK,"Bandar-e Anzalī, Iran",1996-10-01,26-050,3,217,0,IR,25.0,2,2.4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.04,0.08,0.12,0.04,0.12
524,Saman Ghoddos,MF,Brentford,"Malmö, Sweden",1993-09-06,29-075,1,45,0,IR,28.0,0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.36,0.05,0.41,0.36,0.41
525,Ali Gholizadeh,"MF,FW",Charleroi,"Tehran, Iran",1996-03-10,26-255,3,199,0,IR,26.0,2,2.2,1,0,0,0,0,0,0.0,0.45,0.45,0.0,0.45,0.0,0.0,0.2,0.2,0.01,0.07,0.09,0.01,0.09
526,Ehsan Hajsafi,"MF,DF",AEK Athens,"Kāshān, Iran",1990-02-25,32-268,3,237,0,IR,32.0,3,2.6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.06,0.08,0.15,0.06,0.15
527,Hossein Hosseini,GK,Esteghlal,"Shiraz, Iran",1992-06-30,30-143,2,161,0,IR,29.0,1,1.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,Majid Hosseini,DF,Kayserispor,"Tehran, Iran",1996-06-20,26-153,3,270,0,IR,25.0,3,3.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,Alireza Jahanbakhsh,MF,Feyenoord,"Jīrandeh, Iran",1993-08-11,29-101,2,59,0,IR,28.0,1,0.7,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.29,0.0,0.29,0.29,0.29
530,Abolfazl Jalali,DF,Esteghlal,"Āmol, Iran",1998-06-26,24-147,1,19,0,IR,23.0,0,0.2,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,Hossein Kanaanizadegan,DF,Al Ahli SC,"Bandar-e Māhshahr, Iran",1994-03-23,28-242,1,45,0,IR,28.0,0,0.5,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,Ali Karimi,MF,Kayserispor,"Isfahan, Iran",1994-02-11,28-282,3,99,0,IR,28.0,1,1.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,Shoja' Khalilzadeh,DF,Al Ahli SC,"Bahnemīr, Iran",1989-05-14,33-190,0,0,0,IR,33.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,Milad Mohammadi,DF,AEK Athens,"Tehran, Iran",1993-09-29,29-052,3,196,0,IR,28.0,3,2.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,Sadegh Moharrami,DF,Dinamo Zagreb,"Hashtpar, Iran",1996-03-01,26-264,1,90,0,IR,26.0,1,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,Payam Niazmand,GK,Sepahan,"Tehran, Iran",1995-04-06,27-228,0,0,0,IR,27.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,Ahmad Nourollahi,MF,Al-Ahli Dubai FC,"Āzādshahr, Iran",1993-02-02,29-291,3,223,0,IR,29.0,3,2.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.0,0.04,0.04,0.04
538,Morteza Pouraliganji,DF,Persepolis,"Bābol, Iran",1992-04-19,30-215,3,270,0,IR,30.0,3,3.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.03,0.07,0.09,0.03,0.09
539,Ramin Rezaeian,DF,Sepahan,"Sarī, Iran",1990-03-21,32-244,2,180,1,IR,32.0,2,2.0,0,1,0,0,1,0,0.5,0.0,0.5,0.5,0.5,0.3,0.3,0.3,0.5,0.13,0.14,0.27,0.13,0.27
540,Mehdi Taremi,FW,Porto,"Karaj, Iran",1992-07-18,30-125,3,270,2,IR,29.0,3,3.0,1,1,1,1,0,0,0.67,0.33,1.0,0.33,0.67,1.3,0.6,0.7,1.2,0.45,0.22,0.67,0.18,0.4
541,Mehdi Torabi,MF,Persepolis,"Eshtehārd, Iran",1994-09-10,28-071,3,62,0,IR,27.0,0,0.7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,0.18,0.82,1.0,0.18,1.0
542,Brandon Aguilera,MF,Asociación Deportiva Guanacasteca,"Naranjo, Costa Rica",2003-06-28,19-145,3,90,0,Costa,18.0,1,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,Esteban Alvarado,GK,Club Sport Herediano,"Siquirres, Costa Rica",1989-04-28,33-206,0,0,0,Costa,33.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,Jewison Bennette,MF,Sunderland,"Heredia, Costa Rica",2004-06-15,18-158,3,103,0,Costa,17.0,1,1.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
545,Celso Borges,MF,Liga Deportiva Alajuelense,"San José, Costa Rica",1988-05-27,34-177,3,249,0,Costa,34.0,3,2.8,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
546,Francisco Calvo,DF,Konyaspor,"San José, Costa Rica",1992-07-08,30-135,2,180,0,Costa,29.0,2,2.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
547,Joel Campbell,"FW,MF",León,"San José, Costa Rica",1992-06-26,30-147,3,269,0,Costa,29.0,3,3.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.02,0.02,0.0,0.02
548,Daniel Chacón,MF,CS Cartaginés,"Turrialba, Costa Rica",2001-04-11,21-223,1,1,0,Costa,21.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,Anthony Contreras,"FW,MF",Club Sport Herediano,"San José, Costa Rica",2000-01-29,22-295,3,125,0,Costa,22.0,2,1.4,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
550,Óscar Duarte,DF,Al-Wehda,"Masaya, Nicaragua",1989-06-03,33-170,3,270,0,Costa,33.0,3,3.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.09,0.09,0.0,0.09
551,Keysher Fuller,"DF,MF",Club Sport Herediano,"Limón, Costa Rica",1994-07-11,28-132,3,253,1,Costa,27.0,3,2.8,0,1,0,0,0,0,0.36,0.0,0.36,0.36,0.36,0.4,0.4,0.2,0.5,0.14,0.05,0.19,0.14,0.19
552,Anthony Hernández,FW,Puntarenas FC,"Puntarenas, Costa Rica",2001-10-11,21-040,0,0,0,Costa,20.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,Douglas López,MF,Club Sport Herediano,"Alajuela, Costa Rica",1998-09-21,24-060,0,0,0,Costa,23.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,Carlos Martínez,DF,AD San Carlos,"Santa Ana, Costa Rica",1999-03-30,23-235,1,45,0,Costa,23.0,1,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,Rónald Matarrita,"DF,MF",FC Cincinnati,"San Ramón, Costa Rica",1994-07-09,28-134,2,26,0,Costa,27.0,0,0.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,Keylor Navas,GK,Paris S-G,"San Isidro, Costa Rica",1986-12-15,35-340,3,270,0,Costa,35.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,Bryan Oviedo,DF,Real Salt Lake,"San José, Costa Rica",1990-02-18,32-275,3,260,0,Costa,32.0,3,2.9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,Juan Pablo Vargas,DF,Millonarios,"Sarchí, Costa Rica",1995-06-06,27-167,1,90,1,Costa,27.0,1,1.0,0,1,0,0,0,0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.46,0.0,0.46,0.46,0.46
559,Bryan Ruiz,MF,Liga Deportiva Alajuelense,"San José, Costa Rica",1985-08-18,37-094,1,30,0,Costa,36.0,0,0.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,Youstin Salas,"DF,MF",Deportivo Saprissa,"Cariari, Costa Rica",1996-06-17,26-156,2,47,0,Costa,25.0,0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,Patrick Sequeira,GK,Lugo,"Limón, Costa Rica",1999-03-01,23-264,0,0,0,Costa,23.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,Yeltsin Tejeda,MF,Club Sport Herediano,"Limón, Costa Rica",1992-03-17,30-248,3,269,1,Costa,30.0,3,3.0,1,1,0,0,0,0,0.33,0.33,0.67,0.33,0.67,0.4,0.4,0.1,0.5,0.14,0.02,0.17,0.14,0.17
563,Gerson Torres,MF,Club Sport Herediano,Costa Rica,1997-08-28,25-084,1,64,0,Costa,24.0,1,0.7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
564,Johan Venegas,"FW,MF",Liga Deportiva Alajuelense,"Limón, Costa Rica",1988-11-27,33-358,1,73,0,Costa,33.0,1,0.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,Kendall Waston,DF,Deportivo Saprissa,"San José, Costa Rica",1988-01-01,34-323,3,225,0,Costa,34.0,2,2.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.0,0.06,0.06,0.06
566,Roan Wilson,MF,Municipal Grecia,"Limón, Costa Rica",2002-05-01,20-203,1,1,0,Costa,20.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,Álvaro Zamora,MF,Deportivo Saprissa,"San José, Costa Rica",2002-03-09,20-256,1,30,0,Costa,20.0,0,0.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,Joachim Andersen,DF,Crystal Palace,"Frederiksberg, Denmark",1996-05-31,26-173,3,270,0,Denmark,26.0,3,3.0,1,0,0,0,0,0,0.0,0.33,0.33,0.0,0.33,0.1,0.1,0.2,0.3,0.03,0.08,0.11,0.03,0.11
569,Alexander Bah,DF,Benfica,"Odense, Denmark",1997-12-09,24-346,2,46,0,Denmark,24.0,0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.11,0.14,0.25,0.11,0.25
570,Martin Braithwaite,"FW,MF",Espanyol,"Esbjerg, Denmark",1991-06-05,31-168,2,103,0,Denmark,31.0,1,1.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.06,0.12,0.18,0.06,0.18
571,Andreas Christensen,DF,Barcelona,"Lillerød, Denmark",1996-04-10,26-224,3,270,1,Denmark,26.0,3,3.0,0,1,0,0,1,0,0.33,0.0,0.33,0.33,0.33,0.4,0.4,0.0,0.4,0.12,0.0,0.12,0.12,0.12
572,Oliver Christensen,GK,Hertha BSC,"Kerteminde, Denmark",1999-03-22,23-243,0,0,0,Denmark,23.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,Andreas Cornelius,FW,FC Copenhagen,"Copenhagen, Denmark",1993-03-16,29-249,3,92,0,Denmark,29.0,1,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,1.0,0.09,1.09,1.0,1.09
574,Mikkel Damsgaard,"MF,FW",Brentford,"Jyllinge, Denmark",2000-07-03,22-140,3,150,0,Denmark,21.0,1,1.7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.2,0.2,0.0,0.2
575,Thomas Delaney,MF,Sevilla,"Frederiksberg, Denmark",1991-09-03,31-078,1,44,0,Denmark,30.0,1,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,Kasper Dolberg,FW,Sevilla,"Silkeborg, Denmark",1997-10-06,25-045,3,114,0,Denmark,24.0,1,1.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.31,0.05,0.37,0.31,0.37
577,Christian Eriksen,MF,Manchester Utd,"Middelfart, Denmark",1992-02-14,30-279,3,270,0,Denmark,30.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,0.06,0.14,0.2,0.06,0.2
578,Pierre Højbjerg,MF,Tottenham,"Copenhagen, Denmark",1995-08-05,27-107,3,270,0,Denmark,26.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02
579,Mathias Jensen,MF,Brentford,"Jerslev, Denmark",1996-01-01,26-323,2,84,0,Denmark,26.0,1,0.9,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.11,0.38,0.5,0.11,0.5
580,Simon Kjær,DF,Milan,"Horsens, Denmark",1989-03-26,33-239,1,64,0,Denmark,33.0,1,0.7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,Jesper Lindstrøm,"MF,FW",Eint Frankfurt,"Taastrup, Denmark",2000-02-29,22-264,3,200,0,Denmark,22.0,2,2.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.14,0.0,0.14,0.14,0.14
582,Joakim Mæhle,DF,Atalanta,"Østervrå, Denmark",1997-05-20,25-184,3,249,0,Denmark,25.0,3,2.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.03,0.01,0.03
583,Victor Nelsson,DF,Galatasaray,"Hornbæk, Denmark",1998-10-14,24-037,1,90,0,Denmark,23.0,1,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,Rasmus Nissen,DF,Leeds United,"Brande, Denmark",1997-07-11,25-132,3,224,0,Denmark,24.0,3,2.5,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
585,Christian Nørgaard,MF,Brentford,"Copenhagen, Denmark",1994-03-10,28-255,1,6,0,Denmark,28.0,0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,Yussuf Poulsen,FW,RB Leipzig,"Copenhagen, Denmark",1994-06-15,28-158,0,0,0,Denmark,27.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,Frederik Rønnow,GK,Union Berlin,"Horsens, Denmark",1992-08-04,30-108,0,0,0,Denmark,29.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,Kasper Schmeichel,GK,Nice,"Copenhagen, Denmark",1986-11-05,36-015,3,270,0,Denmark,35.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,Andreas Skov Olsen,"FW,MF",Club Brugge,"Hillerød, Denmark",1999-12-29,22-326,2,132,0,Denmark,22.0,2,1.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.16,0.0,0.16,0.16,0.16
590,Robert Skov,DF,Hoffenheim,"Marbella, Spain",1996-05-20,26-184,1,22,0,Denmark,26.0,0,0.2,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,Jens Stryger Larsen,"DF,MF",Trabzonspor,"Sakskøbing, Denmark",1991-02-21,31-272,0,0,0,Denmark,31.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,Daniel Wass,"DF,MF",Brøndby,"Gladsaxe Municipality, Denmark",1989-05-31,33-173,0,0,0,Denmark,33.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,Jonas Wind,FW,Wolfsburg,"Hvidovre, Denmark",1999-02-07,23-286,0,0,0,Denmark,23.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,Marko Dmitrović,GK,Sevilla,"Subotica, Serbia",1992-01-24,30-300,0,0,0,Serbia,30.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,Strahinja Eraković,DF,Red Star,"Batajnica, Serbia",2001-01-22,21-302,0,0,0,Serbia,21.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,Uroš Račić,MF,Braga,"Kraljevo, Serbia",1998-03-17,24-248,0,0,0,Serbia,24.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,Predrag Rajković,GK,Mallorca,"Negotin, Serbia",1995-10-31,27-020,0,0,0,Serbia,26.0,0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,Ben Cabango,DF,Swansea City,"Cardiff, Wales, United Kingdom",2000-05-30,22-174,0,0,0,Wales,22.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,Adam Davies,GK,Sheffield Utd,"Rinteln, Germany",1992-07-17,30-126,0,0,0,Wales,29.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,Chris Gunter,"DF,MF",AFC Wimbledon,"Newport, Wales, United Kingdom",1989-07-21,33-122,0,0,0,Wales,32.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,Mark Harris,FW,Cardiff City,"Swansea, Wales, United Kingdom",1998-12-29,23-326,0,0,0,Wales,23.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,Dylan Levitt,MF,Dundee United,"Bodelwyddan, Wales, United Kingdom",2000-11-17,22-003,0,0,0,Wales,21.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,Tom Lockyer,"DF,MF",Luton Town,"Cardiff, Wales, United Kingdom",1994-12-03,27-352,0,0,0,Wales,27.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,Matthew Smith,MF,MK Dons,"Redditch, England, United Kingdom",1999-11-22,22-363,0,0,0,Wales,22.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,Jonny Williams,"FW,MF",Swindon Town,"Pembury, England, United Kingdom",1993-10-09,29-042,0,0,0,Wales,28.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,Sam Adekugbe,DF,Hatayspor,"London, England, United Kingdom",1995-01-16,27-308,3,95,0,Canada,27.0,1,1.1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.09,0.09,0.0,0.09
607,Milan Borjan,GK,Red Star,"Knin, Croatia",1987-10-23,35-028,3,270,0,Canada,34.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,Tajon Buchanan,"MF,DF",Club Brugge,"Brampton, ON, Canada",1999-02-08,23-285,3,260,0,Canada,23.0,3,2.9,1,0,0,0,1,0,0.0,0.35,0.35,0.0,0.35,0.9,0.9,0.5,1.4,0.33,0.17,0.5,0.33,0.5
609,Lucas Cavallini,FW,Vancouver,"Toronto, ON, Canada",1992-12-28,29-327,1,19,0,Canada,29.0,0,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,Derek Cornelius,"DF,FW",Panetolikos,"Ajax, ON, Canada",1997-11-25,24-360,0,0,0,Canada,24.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,Jonathan David,"FW,MF",Lille,"Brooklyn, NY, United States",2000-01-14,22-310,3,192,0,Canada,22.0,2,2.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.7,0.49,0.0,0.49,0.35,0.35
612,Alphonso Davies,"MF,DF",Bayern Munich,"Monrovia, Liberia",2000-11-02,22-018,3,270,1,Canada,21.0,3,3.0,0,1,0,1,1,0,0.33,0.0,0.33,0.33,0.33,1.1,0.3,0.5,0.8,0.36,0.17,0.53,0.09,0.27
613,Stephen Eustáquio,MF,Porto,"Leamington, ON, Canada",1996-12-21,25-334,2,125,0,Canada,25.0,2,1.4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,0.13,0.11,0.24,0.13,0.24
614,Liam Fraser,MF,KMSK Deinze,"Toronto, ON, Canada",1998-02-13,24-280,0,0,0,Canada,24.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,Junior Hoilett,"FW,MF",Reading,"Brampton, ON, Canada",1990-06-05,32-168,3,161,0,Canada,32.0,2,1.8,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.08,0.21,0.28,0.08,0.28
616,Atiba Hutchinson,MF,Beşiktaş,"Brampton, ON, Canada",1983-02-08,39-285,3,159,0,Canada,39.0,2,1.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.07,0.0,0.07,0.07,0.07
